Date,Close,High,Low,Open,Volume
2000-01-03,6.999489784240723,7.335465293884278,6.943493865966797,7.335465293884278,30100
2000-01-04,6.719508171081543,7.05548357963562,6.663512269655864,6.943491776784262,17500
2000-01-05,6.607518196105957,6.775505946854414,6.607518196105957,6.719510029938262,26800
2000-01-06,6.775503635406494,6.887495431033048,6.49552414634011,6.607515941966663,48400
2000-01-07,6.607518196105957,7.055485531435175,6.607518196105957,6.775505946854414,20900
2000-01-10,6.3275370597839355,6.719508382071436,6.271541156600007,6.719508382071436,84300
2000-01-11,6.159551620483398,6.495527163418856,6.103555696660822,6.43953123959628,31500
2000-01-12,6.383533954620361,6.383533954620361,6.103554395207187,6.271542130855091,28200
2000-01-13,6.383533954620361,6.49552577838563,6.383533954620361,6.49552577838563,17900
2000-01-14,6.215546607971191,6.439530269519703,6.215546607971191,6.439530269519703,29100
2000-01-18,6.495527267456055,6.495527267456055,6.327539493297708,6.327539493297708,50100
2000-01-19,6.607518196105957,6.607518196105957,6.495526362273653,6.495526362273653,12800
2000-01-20,6.831501007080078,6.831501007080078,6.551521457609583,6.551521457609583,27200
2000-01-21,6.94349479675293,6.94349479675293,6.663515167851602,6.719511093631867,43000
2000-01-24,6.663514137268066,7.055485557107364,6.663514137268066,6.999489639987464,88400
2000-01-25,6.439531326293945,6.607519100023353,6.271543552564538,6.607519100023353,969200
2000-01-26,6.383533954620361,6.49552577838563,6.383533954620361,6.49552577838563,9200
2000-01-27,6.3275370597839355,6.439528866151793,6.3275370597839355,6.383532962967864,9600
2000-01-28,6.271542072296143,6.3835338950157166,6.271542072296143,6.3835338950157166,26300
2000-01-31,6.047561168670654,6.327540852405407,6.047561168670654,6.271544915658456,16400
2000-02-01,5.935563087463379,6.103550722014229,5.935563087463379,6.103550722014229,43900
2000-02-02,6.10355281829834,6.10355281829834,5.9915610234671774,6.047556920882759,40500
2000-02-03,6.271542072296143,6.271542072296143,6.047558426856995,6.047558426856995,34500
2000-02-04,5.991560459136963,6.271539919844297,5.991560459136963,6.271539919844297,70400
2000-02-07,5.767579078674316,5.991562732215066,5.767579078674316,5.991562732215066,20100
2000-02-08,5.375608444213867,5.767579893271128,5.375608444213867,5.711583971977234,39000
2000-02-09,5.263615131378174,5.319611037031133,5.207619225725215,5.263615131378174,128200
2000-02-10,5.767579078674316,5.823574992059504,5.3196117715928155,5.375607684978004,132800
2000-02-11,5.711582660675049,5.8235744775510305,5.655586752237058,5.8235744775510305,19500
2000-02-14,5.767579078674316,5.879570905444691,5.599591338518754,5.599591338518754,19900
2000-02-15,5.711582660675049,5.8235744775510305,5.487599026923086,5.8235744775510305,66900
2000-02-16,5.991560459136963,5.991560459136963,5.599589214146694,5.711580998429628,40600
2000-02-17,6.215546607971191,6.551522100293958,6.047558861809808,6.047558861809808,68600
2000-02-18,6.271542072296143,6.3835338950157166,6.215546160936356,6.271542072296143,31400
2000-02-22,6.271542072296143,6.4395298063755035,6.215546160936356,6.271542072296143,24500
2000-02-23,6.271542072296143,6.32753798365593,6.271542072296143,6.271542072296143,12700
2000-02-24,6.215546607971191,6.2715425233583195,6.215546607971191,6.2715425233583195,24800
2000-02-25,6.215546607971191,6.383534354132575,6.215546607971191,6.2715425233583195,17000
2000-02-28,6.271542072296143,6.271542072296143,6.047558426856995,6.215546160936356,97300
2000-02-29,6.215546607971191,6.327538438745447,6.103554777196936,6.2715425233583195,29000
2000-03-01,6.215546607971191,6.2715425233583195,6.047558861809808,6.159550692584063,83800
2000-03-02,6.159551620483398,6.271543468128551,6.0475597728382455,6.2155475443059744,52400
2000-03-03,6.10355281829834,6.10355281829834,5.935565126051596,6.047556920882759,81000
2000-03-06,6.3275370597839355,6.3275370597839355,6.15954935023215,6.15954935023215,76500
2000-03-07,6.383533954620361,6.439529866502996,6.159550307089822,6.439529866502996,32700
2000-03-08,6.159551620483398,6.383535315773704,5.9355679251930935,6.383535315773704,32000
2000-03-09,6.419012069702148,6.531626316539029,6.193783576028389,6.193783576028389,45200
2000-03-10,6.193784713745117,6.419013248790394,6.024863312461159,6.419013248790394,16600
2000-03-13,6.250092029571533,6.250092029571533,6.137477758768442,6.137477758768442,11400
2000-03-14,6.08117151260376,6.2500929435094195,6.08117151260376,6.13747865623898,71200
2000-03-15,5.968555927276611,6.081170190055415,5.912248795887209,6.081170190055415,36900
2000-03-16,5.968555927276611,6.024863058666013,5.968555927276611,5.968555927276611,27200
2000-03-17,6.024860858917236,6.081167969748239,5.912246637255232,5.912246637255232,39100
2000-03-20,6.306399345397949,6.362706482410431,6.024863660335541,6.137477934360504,94400
2000-03-21,6.5879340171813965,6.644241145533375,6.193784118717552,6.306398375421508,105500
2000-03-22,6.700547695159912,6.8131619421373895,6.587933448182435,6.587933448182435,60900
2000-03-23,6.644242763519287,6.756857047646733,6.644242763519287,6.644242763519287,17100
2000-03-24,6.250092029571533,6.644241977382351,6.137477758768442,6.644241977382351,55200
2000-03-27,6.306399345397949,6.587935030460358,6.2500922083854675,6.2500922083854675,90600
2000-03-28,6.362706661224365,6.475320938414177,6.250092384034554,6.30639952262946,84900
2000-03-29,6.700547695159912,6.756854818648651,6.3063978307387405,6.3063978307387405,70900
2000-03-30,6.644242763519287,6.756857047646733,6.644242763519287,6.756857047646733,19300
2000-03-31,6.925776958465576,7.151005477440067,6.700548439491086,6.756855569234708,72700
2000-04-03,7.038390636444092,7.038390636444092,6.869469261169434,6.982083511352539,43600
2000-04-04,6.8694682121276855,6.982082445113385,6.813161095634836,6.925775328620536,86100
