Date,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2018-04-19,84.42797088623047,127.5999984741211,156.56080627441406,237.6156768798828,84.50740138946729,127.87999725341797,157.5861288970138,238.4905223067502,84.38825260453258,127.12999725341797,156.01965774321363,236.58174658331473,84.4676831077694,127.80999755859375,157.21587471270735,238.28726367597648,10985100,8736100,34705700,77655900
2018-04-20,84.19769287109375,126.62999725341797,154.0829620361328,235.60079956054688,84.38832745999362,126.97000122070312,156.27600738075213,237.76585288421933,84.19769287109375,126.55000305175781,153.54181345174302,234.7171087293506,84.31684176171778,126.69000244140625,156.16208746246215,237.54493017642025,2766000,10403100,49197100,99953100
2018-04-23,84.15792846679688,125.62000274658203,153.6936798095703,235.5655517578125,84.20559163304331,125.76000213623047,155.44051907742337,236.7320305255298,84.11821623177933,125.33999633789062,152.86773162573547,234.48744749700347,84.1817630800006,125.62000274658203,154.83292218050698,236.1753007969323,2620800,6921500,33040600,65558000
2018-04-24,84.0467529296875,126.2300033569336,150.4373779296875,232.39308166503906,84.13412836049415,126.33999633789062,154.66207718706852,236.81153690795716,84.02292436858805,125.66999816894531,149.4215437166315,230.8907960952027,84.0785263645411,125.77999877929688,154.42473436939255,236.59061414581126,3442300,4733100,70256800,112885500
2018-04-25,83.93553924560547,125.41000366210938,150.61776733398438,232.9674530029297,83.99114123513806,125.51000213623047,151.24435593684325,233.40929848464276,83.87993725607288,125.05999755859375,148.5481446282637,230.51079320332934,83.9752575496269,125.2300033569336,150.70322176983458,232.33119443053855,3785000,5985700,52089300,103840900
2018-04-26,84.0785140991211,124.97000122070312,153.78868103027344,235.33572387695312,84.11823240193473,125.56999969482422,154.3013352214178,236.16639548906852,84.00702842625114,124.69000244140625,152.07030659732152,233.55067794884684,84.06263041409294,125.54000091552734,152.56398379023483,233.9925234034569,4870300,7517100,43005500,67731900
2018-04-27,84.18180847167969,125.5,153.88360595703125,235.55662536621094,84.22946560346234,125.62000274658203,156.08615454709528,236.2459031345323,84.1500350304365,125.16999816894531,153.010186011879,234.619915244341,84.16591872097597,125.19999694824219,156.0481715789864,235.9454514886593,3806400,5654000,51043400,57053600
2018-04-30,84.19769287109375,124.58999633789062,152.79183959960938,233.74505615234375,84.29301319562585,125.19999694824219,155.20323664740167,236.731935294756,84.18974799567499,124.19000244140625,152.4120823375007,233.67434578801672,84.20563774651251,124.41000366210938,154.24437672231159,236.17520579011554,4692600,9830600,35615300,82182300
2018-05-01,84.12601470947266,123.70999908447266,154.53868103027344,234.16041564941406,84.22155131398738,123.9800033569336,154.55767251512577,234.2664542385587,84.07028654198443,123.38999938964844,152.0323410213258,231.62420020788073,84.17378604868738,123.9000015258789,152.39310680222823,233.17950476361585,3027000,7551600,36513500,74203400
2018-05-02,84.12601470947266,123.6500015258789,153.62730407714844,232.5874786376953,84.21358841179914,124.54000091552734,155.28870421289528,234.7790150265446,84.0862123463609,123.58000183105469,153.4469211731801,232.19865244584616,84.14989734212266,123.9000015258789,154.80451547355722,233.96603442039367,2560800,7614000,38646800,86368900
