Date,Close,High,Low,Open,Volume
2000-01-03,9.666358947753906,10.002255590726051,9.573054324706089,9.890290043068669,717600
2000-01-04,9.461089134216309,9.759663939240886,9.367784507646128,9.759663939240886,1480200
2000-01-05,9.629033088684082,9.629033088684082,9.405102086621662,9.517067587652871,854000
2000-01-06,10.11422348022461,10.300832769527645,9.479751896594282,9.51707375445489,521000
2000-01-07,10.170207023620605,10.524764699673435,10.076902372027757,10.151546093302036,545200
2000-01-10,10.039583206176758,10.226192559451418,9.83431291757463,10.188870688796486,381800
2000-01-11,10.18886661529541,10.207527543162252,9.964935480893313,10.03957919236068,540400
2000-01-12,10.039583206176758,10.151548818141555,10.002261335521826,10.151548818141555,370800
2000-01-13,10.263507843017578,10.3194906130704,10.076898609508167,10.095559532859108,807400
2000-01-14,10.319493293762207,10.375476078357663,10.002257514387962,10.263510509166752,714400
2000-01-18,11.159235954284668,11.159235954284668,10.319494118259902,10.319494118259902,964600
2000-01-19,11.45781135559082,11.49513321668395,11.159236466845783,11.159236466845783,1093800
2000-01-20,11.625754356384277,11.868346341348959,11.383162371419598,11.383162371419598,1191400
2000-01-21,12.334877967834473,12.46550451212319,11.793710855781221,11.793710855781221,1187200
2000-01-24,12.017634391784668,12.55880115787435,11.719059624286913,12.390852851156863,2022000
2000-01-25,11.719062805175781,11.961654869614133,11.681740949108342,11.942993941580413,595600
2000-01-26,11.420485496520996,12.036295988980461,11.420485496520996,11.737721204757689,668200
2000-01-27,11.215217590332031,11.793706351231021,11.02860831262268,11.457809651354188,737400
2000-01-28,11.215217590332031,11.383165940270448,11.047269240393614,11.196556662561097,587200
2000-01-31,10.487438201904297,11.196553240467221,10.487438201904297,11.196553240467221,954000
2000-02-01,10.767356872558594,10.879322455288838,10.48744291573298,10.48744291573298,934400
2000-02-02,10.636730194091797,10.991287867228191,10.636730194091797,10.842000425907605,556000
2000-02-03,10.73002815246582,10.841993663621986,10.636723559835684,10.823332745095959,409800
2000-02-04,10.748693466186523,10.972624580065409,10.63672790924708,10.73003254002995,466400
2000-02-07,10.748693466186523,11.047268284691704,10.674049761560228,10.674049761560228,535600
2000-02-08,10.748693466186523,10.78601531849967,10.48744049999449,10.748693466186523,266600
2000-02-09,10.543425559997559,10.935305094085964,10.524764629802872,10.748695792139104,1006800
2000-02-10,11.08458423614502,11.327176147037083,10.599400414360895,10.599400414360895,621400
2000-02-11,10.748693466186523,11.196555693944294,10.748693466186523,11.196555693944294,376800
2000-02-14,11.103252410888672,11.233878909840303,10.748694770877101,10.86066034140707,560000
2000-02-15,11.364509582519531,11.457814258894896,11.084595553393434,11.103256488668507,953200
2000-02-16,11.45781135559082,11.625759730509905,11.233880189032043,11.252541119578607,385800
2000-02-17,11.532452583312988,11.64441814237428,11.420487024251697,11.64441814237428,639800
2000-02-18,11.383170127868652,11.607101343498856,11.327187323961102,11.457813866412055,905000
2000-02-22,11.439149856567383,11.476471715805774,11.065931264183455,11.476471715805774,669200
2000-02-23,11.009949684143066,11.383168317503848,10.748696640790518,11.36450738583581,377800
2000-02-24,10.879321098327637,11.084591307730046,10.67405088892523,10.935303882710112,737000
2000-02-25,10.73002815246582,11.009941930356234,10.674045396887738,11.009941930356234,896800
2000-02-28,10.953967094421387,11.009949890474648,10.524765658013052,10.524765658013052,455000
2000-02-29,11.121912956237793,11.196556667353484,10.78601625621719,10.93530367844857,801600
2000-03-01,11.607094764709473,11.64441661282751,11.121910739174993,11.196554435411068,630600
2000-03-02,12.241564750671387,12.316208438175481,11.831024469398871,11.868346313150917,1324600
2000-03-03,11.924333572387695,12.222908434920093,11.68174149658012,12.204247506011818,783600
2000-03-06,12.129606246948242,12.166928112323468,11.719065727820762,11.980318785447341,310800
2000-03-07,13.510510444641113,13.510510444641113,12.017636362360326,12.054958214417347,1388200
2000-03-08,13.211936950683594,13.473189941233835,12.801396536961787,13.323902518062269,1530000
2000-03-09,13.230594635009766,13.24925555833136,12.764071551969929,13.137290018401798,574400
2000-03-10,13.155952453613281,13.379883559206698,12.913360422553746,13.193274304545517,966800
2000-03-13,13.226946830749512,13.24562895904153,12.703847238572978,12.778575751741053,403000
2000-03-14,13.26430892944336,13.39508380621252,13.021441301157777,13.152216177926938,785000
2000-03-15,12.834616661071777,13.264305428473017,12.72252393914102,13.189576947185845,630600
2000-03-16,13.1708984375,13.226944813829787,12.666481050531914,12.70384530141844,549200
2000-03-17,12.965394973754883,13.114851976334188,12.722527344563508,12.853302221820401,441800
2000-03-20,12.629111289978027,12.853296697492432,12.479654351635093,12.853296697492432,258200
2000-03-21,12.909346580505371,13.077485682132794,12.517022010041389,12.554386254847483,397200
2000-03-22,12.834616661071777,12.965391503324328,12.759888179784607,12.85329878139357,543000
2000-03-23,12.741209983825684,12.871984866357618,12.573070849141766,12.871984866357618,336200
2000-03-24,12.703851699829102,12.98408372261945,12.442301811891443,12.703851699829102,368000
2000-03-27,12.49833869934082,12.834616870623533,12.404928096206733,12.647795664355359,473200
2000-03-28,12.703851699829102,13.152222936293658,12.404937542186063,12.423619677038754,623000
2000-03-29,13.339033126831055,13.451125842182575,12.778569550073447,12.778569550073447,989400
2000-03-30,14.123692512512207,14.198421044324443,13.395089327342928,13.395089327342928,2524400
2000-03-31,14.51601505279541,14.516015052795412,13.974233281198156,14.273147362079401,1070200
2000-04-03,14.665467262268066,14.889652749079808,14.422599651555347,14.459963899357303,824800
2000-04-04,14.198415756225586,14.646786780106396,13.675316228364645,14.646786780106396,1084400
2000-04-05,14.123692512512207,14.273149576136676,13.964894382411211,14.123692512512209,590400
2000-04-06,14.422605514526367,14.422605514526367,13.78741304367935,14.048962884616357,843400
2000-04-07,14.161055564880371,14.553380323274153,14.067644908119945,14.534698191922068,516600
2000-04-10,13.637959480285645,14.08633075087038,13.56323093518819,14.08633075087038,864200
2000-04-11,13.656634330749512,13.974230477976244,13.619270078134601,13.824773467516604,1254600
2000-04-12,13.824772834777832,14.011594089301859,13.637951580253809,13.656633705706211,971600
2000-04-13,14.273138999938965,14.347867476378436,13.89949661774161,13.936860855961344,628000
2000-04-14,14.011601448059082,14.254469206492105,13.824780095418294,14.161058530171712,690000
2000-04-17,13.245625495910645,13.824771321542846,13.114850632058213,13.787407074727865,903600
2000-04-18,13.282990455627441,13.357718953268101,13.077487087115625,13.20826195798678,620800
2000-04-19,13.731356620788574,13.768720856491399,13.264303674503248,13.301667910206074,1632600
