Date,Close,High,Low,Open,Volume
2016-07-05,29.42780303955078,32.9034316795239,29.303672333325995,29.912210950736384,9880426
2016-07-06,28.913116455078125,29.427799687624244,28.029070332215383,28.50136877018297,10634933
2016-07-07,28.907068252563477,29.064501721106165,28.667892525796624,28.83440806049067,8700775
2016-07-08,30.39661979675293,30.644879385406945,28.77990786269937,29.04027687114742,6729194
2016-07-11,30.953693389892578,31.020298865542934,29.65789931839092,29.797166811375963,9581668
2016-07-12,30.62065315246582,30.917354029264757,30.432946191169094,30.881022113620567,8805594
2016-07-13,30.65093421936035,30.94157860990054,30.172581001237987,30.620658838322026,7714271
2016-07-14,31.226167678833008,31.3291050712053,30.245242422117435,30.475336046073696,5520999
2016-07-15,31.020288467407227,31.43203426665904,30.644870917499155,31.35331939688721,5851156
2016-07-18,31.056617736816406,31.232218932520407,30.584321176951885,30.7417545845269,2469829
2016-07-19,31.21405792236328,31.220112632100854,30.54194301858742,30.90524941144042,3099695
2016-07-20,30.481386184692383,31.438092458722473,30.281567971147403,31.389651124702358,5315009
2016-07-21,30.420833587646484,30.650927163139652,30.269456717303683,30.517714418379818,4804709
2016-07-22,29.912206649780273,30.451110533737612,29.84560118967703,30.27551298878878,3886076
2016-07-25,29.65789222717285,29.942481855350923,28.979720886590144,29.803214395664806,4828337
2016-07-26,29.839553833007812,29.92432344051813,29.234042508324844,29.40358538620714,2491871
2016-07-27,29.621566772460938,29.97276191525224,29.497436065389028,29.718447622786954,2582577
2016-07-28,29.45807647705078,29.72450200106451,29.273395023034638,29.51257252371584,4635350
2016-07-29,29.191652297973633,29.54890397241181,29.07055078044094,29.34303102632011,7110729
2016-08-01,28.943395614624023,29.37330748277373,28.816237551407532,29.131102607396482,4727165
2016-08-02,28.76173210144043,29.076597054537437,28.567968630743025,28.76173210144043,5181170
2016-08-03,29.839553833007812,29.960655365372073,28.670917818827867,28.76174396810106,7468795
2016-08-04,30.293676376342773,30.342117708743693,29.960647252519884,30.027252710998397,4831509
2016-08-05,30.626708984375,30.86891382801991,30.432947307175596,30.432947307175596,4227491
2016-08-08,30.305789947509766,30.802309064091908,30.23918265249676,30.65698688718336,3356272
