Date,Close,High,Low,Open,Volume
2000-01-03,14.204949378967285,15.091627747845497,14.186853902051402,15.091627747845497,1925600
2000-01-04,14.802098274230957,15.001148495522571,14.584952578276468,14.765907324905209,2649600
2000-01-05,15.815439224243164,16.322112334401986,15.01923862256502,15.055429559004935,3474800
2000-01-06,15.869729042053223,16.086874707394887,15.634487904599755,15.815442625717807,2897000
2000-01-07,16.285934448242188,16.665939585367838,15.978311241997613,15.996406724717882,2273400
2000-01-10,16.141176223754883,16.575467960716896,15.996412311434211,16.39451307031606,2437600
2000-01-11,15.924022674560547,16.08688199736855,15.815449792688542,16.06878651705655,798400
2000-01-12,15.412223815917969,15.866593621811777,15.33952464697496,15.81206924510452,2704800
2000-01-13,15.412223815917969,15.81206924510452,15.157776724617436,15.703020491690006,1233000
2000-01-14,15.52126407623291,15.812060592883645,15.139593648128823,15.557613640814253,1270200
2000-01-18,15.066901206970215,15.466746594851209,14.97602725517908,15.012376835895534,1846000
2000-01-19,14.757932662963867,15.012379777842554,14.576184723764804,14.903331014323117,1348800
2000-01-20,14.344450950622559,14.703403001651758,14.158159379835253,14.685228214257874,1827200
2000-01-21,14.358078956604004,14.467127657540237,14.32172938962526,14.430778090561493,1740400
2000-01-24,13.503874778747559,14.539838254371528,13.303952002749948,14.430789467463743,1681600
2000-01-25,13.685612678527832,13.77648660069601,13.194893498819662,13.503864834191472,2450000
2000-01-26,13.649259567260742,13.903706483294897,13.285763972926235,13.758308245561093,2838600
2000-01-27,13.667448043823242,14.249041577602956,13.612923650031394,14.23086677967234,2105400
2000-01-28,13.74013614654541,13.958233545696926,13.55838831391915,13.740136146545412,2294600
2000-01-31,13.703795433044434,13.758319818056547,13.376649122971756,13.703795433044435,808800
2000-02-01,14.049120903015137,14.085470504316598,13.503876883493204,13.740149291952708,1133600
2000-02-02,13.812834739685059,14.37625299880379,13.758310392028406,14.285379086042704,1519800
2000-02-03,13.4493408203125,14.067283506651183,13.340292110958616,14.030933936866555,1770400
2000-02-04,13.249420166015625,13.74013943142361,13.231245378407921,13.558391555346578,2248000
2000-02-07,12.940446853637695,13.412991261214353,12.286154596993093,13.39481647630756,5385800
